,fips,county,zhvi_weighted,population_growth,population,All industry total_growth,unemployment_rate,unemployment_rate_growth,predicted_3yr_appreciation
295,12051,"Hendry, FL",149068.01449367555,1.0495791392961509,42022,1.062652580742529,6.3,0.7325581395348837,1.3720825
379,13085,"Dawson, GA",250074.9091321011,1.1030927835051547,26108,1.2419325527298757,2.9,0.6170212765957447,1.3720194
1799,48073,"Cherokee, TX",136518.0,1.01478440216658,52646,1.0956542399778242,3.8,0.7450980392156863,1.3719236
1751,47119,"Maury, TN",213428.1106365198,1.0762762963955514,96387,1.1339956147590278,3.2,0.7804878048780489,1.3719168
352,13029,"Bryan, GA",220692.85750017862,1.105694913362538,39627,1.2175892671918114,3.0,0.6122448979591836,1.3719071
1859,48459,"Upshur, TX",194063.6491438356,1.0240857472222904,41753,1.1762557755272671,3.7,0.578125,1.3717661
298,12057,"Hillsborough, FL",247839.20409575352,1.0538951652224218,1471968,1.1720298978758146,3.3,0.7333333333333333,1.371294
967,26081,"Kent, MI",211121.03540392802,1.020341441746472,656955,1.1145159806572231,2.8,0.7777777777777777,1.3706646
1650,45007,"Anderson, SC",159114.04093878294,1.0356679039993455,202558,1.1884773687789345,2.6,0.5777777777777778,1.3705664
405,13137,"Habersham, GA",148420.60507879598,1.0277525847995648,45328,1.111162817061471,3.5,0.6481481481481481,1.3705416
285,12031,"Duval, FL",216965.92260344926,1.0342814872409585,957755,1.1727256367250072,3.5,0.7,1.3705401
325,12109,"St. Johns, FL",329404.18708347174,1.1270887628391844,264672,1.2404519395767701,2.8,0.7368421052631579,1.3702424
947,26039,"Crawford, MI",102462.61526501768,1.0189570017431726,14029,1.2348827165015244,5.5,0.7236842105263158,1.369817
450,13229,"Pierce, GA",105653.92717869458,1.018896566164154,19465,1.1404622736019718,3.5,0.6481481481481481,1.3695056
181,6067,"Sacramento, CA",379786.7362949175,1.027181570721654,1552058,1.1799218013088368,3.7,0.6851851851851851,1.369344
1779,47175,"Van Buren, TN",112495.47759321853,1.0263939870651984,5872,1.014503213049926,4.5,0.7258064516129032,1.369089
375,13077,"Coweta, GA",205473.9662943466,1.0570261286717866,148509,1.2124914222891718,3.0,0.6,1.3690186
1361,37135,"Orange, NC",307640.6600290343,1.0397478991596638,148476,1.1751683908209247,3.3,0.7857142857142856,1.3679781
335,12129,"Wakulla, FL",185717.21081567692,1.0582460322438991,33739,1.2003609315079729,3.0,0.7142857142857143,1.3679038
1765,47147,"Robertson, TN",230179.55781343358,1.0348738345366246,71813,1.0314760846691908,2.9,0.6904761904761905,1.3678496
1441,39097,"Madison, OH",206804.93754346727,1.0312146990340505,44731,1.0916839791886854,3.5,0.875,1.367661
465,13259,"Stewart, GA",63175.2657807309,1.081509310682783,6621,1.3871523347792805,4.4,0.676923076923077,1.3675325
1742,47101,"Lewis, TN",114335.06913261185,1.031704650576066,12268,1.1896597000169915,4.0,0.6666666666666666,1.3675318
1762,47141,"Putnam, TN",155220.93595554214,1.0560636967822596,80245,1.1495750852992384,3.5,0.7142857142857142,1.3669444
1717,47051,"Franklin, TN",155062.15589403393,1.0166192976540296,42208,1.1403936681158569,3.3,0.6734693877551019,1.3665171
1096,29047,"Clay, MO",198777.59959640505,1.0476354140906938,249948,1.1369800419330442,2.9,0.7435897435897436,1.3659372
625,18133,"Putnam, IN",187102.76941245943,1.0124754129280844,37576,1.1009164684807833,3.4,0.7727272727272726,1.3658217
2050,55059,"Kenosha, WI",192019.07605283146,1.0100913222968184,169561,1.0759294093987994,3.9,0.8478260869565218,1.3652701
474,13277,"Tift, GA",119602.19725012293,1.002219263204616,40644,1.1848279622662086,3.4,0.6181818181818182,1.3649309
1853,48407,"San Jacinto, TX",150829.88252122386,1.0406389730275494,28859,1.2039758290386673,4.6,0.7301587301587301,1.3648438
1682,45073,"Oconee, SC",227067.7268623025,1.0393414777552754,79546,1.080630928515739,2.7,0.54,1.3648264
1722,47061,"Grundy, TN",114465.89270860914,1.0113739078035553,13427,1.1673503871906314,4.1,0.6307692307692307,1.3647995
439,13207,"Monroe, GA",162002.11849903406,1.025013937929753,27578,0.9779509888735664,3.3,0.6346153846153846,1.3647709
1363,37141,"Pender, NC",202955.27072343093,1.0729781695053684,63060,1.188131683545089,3.9,0.7358490566037736,1.3646401
1009,27003,"Anoka, MN",275635.84972633584,1.0299977490866483,356921,1.1182077121598677,3.0,0.8108108108108107,1.3644916
1472,39159,"Union, OH",236360.64849291876,1.061297925550098,58988,1.1775243903045771,3.2,0.8421052631578948,1.3641354
483,13295,"Walker, GA",141879.56367137138,1.0190782265722007,69761,1.1414537663237918,3.7,0.6607142857142858,1.3631417
584,18019,"Clark, IN",143541.68255832052,1.0234799460151571,118302,1.136779637069926,3.2,0.7804878048780489,1.3631017
1570,41039,"Lane, OR",302928.43715013424,1.0357656001778386,382067,1.1529193902665107,4.0,0.8,1.3630903
216,8027,"Custer, CO",199461.0,1.1046207497820402,5068,1.200831224574778,2.9,0.9666666666666668,1.362791
1684,45077,"Pickens, SC",169023.06923555222,1.031409526906194,126884,1.1663820590094036,2.7,0.5510204081632653,1.3626126
225,8047,"Gilpin, CO",549804.5849565478,1.0556307067974298,6243,1.0412226205164763,2.2,0.9565217391304348,1.3623006
1737,47091,"Johnson, TN",112253.99552515174,1.0016329748296635,17788,1.1125650195058518,3.5,0.7291666666666667,1.3619969
1696,47009,"Blount, TN",194506.3911755752,1.0376099295203642,133088,1.1735847280963425,3.2,0.7272727272727273,1.361954
991,26133,"Osceola, MI",92168.7731618081,1.0125161847216229,23460,1.1632834747590968,4.0,0.6896551724137931,1.3619006
1061,27141,"Sherburne, MN",244862.65063942628,1.043012828763891,97238,1.0940460644707752,3.4,0.8292682926829269,1.3615196
75,4025,"Yavapai, AZ",304802.0130488543,1.046861850161416,235099,1.178412222705145,4.6,0.92,1.361076
1657,45021,"Cherokee, SC",115641.65649283135,1.0108850978247446,57300,1.0922055548692746,2.9,0.5,1.360241
1367,37149,"Polk, NC",216608.57359521734,1.015185656902126,20724,1.0131540308858251,3.6,0.7826086956521741,1.3601003
932,26005,"Allegan, MI",220671.46826161406,1.0269788396141903,118081,1.1084250179682855,3.1,0.7948717948717949,1.3600812
291,12043,"Glades, FL",164399.08245856885,1.030210353573027,13811,1.1371014964779582,4.1,0.6507936507936507,1.3597698
390,13107,"Emanuel, GA",88580.5910081744,1.0107114165848434,22646,1.1630517157864573,5.4,0.6923076923076924,1.3597405
1952,53001,"Adams, WA",206882.94075230788,1.0317001393980072,19983,1.2244851073030976,5.6,0.8888888888888888,1.3591328
206,8001,"Adams, CO*",381229.3676268482,1.039553255353261,517421,1.2534140119836468,2.8,0.8235294117647058,1.3590145
198,6101,"Sutter, CA",301632.04378082143,1.0128365816465084,96971,1.1896638090595306,7.5,0.7731958762886598,1.3587339
1338,37087,"Haywood, NC",217248.2460115552,1.0316530088568827,62317,1.2114935462966805,3.3,0.7333333333333333,1.3586144
1672,45051,"Horry, SC",186626.9755704063,1.1029426881348647,354081,1.1937483382617171,3.5,0.6140350877192983,1.3585868
1954,53007,"Chelan, WA",358014.0,1.0177311976797838,77200,1.1628708018379228,4.8,0.8571428571428572,1.3582082
1856,48439,"Tarrant, TX",237240.0440457427,1.0390199233428676,2102515,1.1491597265804785,3.3,0.825,1.3580663
1306,37021,"Buncombe, NC",257026.10279278285,1.0244592182934242,261191,1.2087981123375775,2.9,0.7435897435897436,1.3579767
223,8043,"Fremont, CO",325559.02096308675,1.0183710831062671,47839,1.1759095902504668,4.4,0.8979591836734694,1.3576097
248,8101,"Pueblo, CO",193759.9823963657,1.02215155303628,168424,1.1588632397379146,3.9,0.8478260869565218,1.3575318
1948,51760,"Richmond (Independent City), VA",232201.0337914791,1.0224831276706199,230436,1.1391149763621615,3.2,0.6956521739130436,1.3573837
1287,36105,"Sullivan, NY",190289.87198502076,1.006807079362537,75432,1.1801351647041871,3.8,0.7755102040816325,1.3572047
1741,47099,"Lawrence, TN",118403.60854003813,1.0252229654403568,44142,1.1331986296894765,4.1,0.7068965517241379,1.3570436
417,13161,"Jeff Davis, GA",89333.99800782886,1.0100233879051121,15115,1.2573944511459592,4.7,0.734375,1.3560088
360,13047,"Catoosa, GA",148022.99732952,1.0198445634950577,67580,1.2197543435371985,3.1,0.6326530612244897,1.3557436
1959,53019,"Ferry, WA",244424.0,1.0127473111140621,7627,1.1044386542329494,11.2,1.1089108910891088,1.3556774
163,6029,"Kern, CA",225824.4862767695,1.0219627271653935,900202,1.1659080706153002,7.9,0.7596153846153846,1.3548762
1567,41031,"Jefferson, OR",287112.08558866987,1.0704115297794756,24658,1.2553042020466576,5.0,0.7692307692307693,1.3543055
989,26127,"Oceana, MI",137409.736476441,1.0059290790923947,26467,1.1416233440798282,5.8,0.7837837837837838,1.353605
596,18057,"Hamilton, IN",266871.9040358288,1.069986894669866,338011,1.1509791985048252,2.5,0.78125,1.3532423
1620,42089,"Monroe, PA",149480.77386270234,1.0243713151245335,170271,1.08062066546116,5.5,0.8870967741935484,1.3529632
580,18011,"Boone, IN",242854.16595525024,1.0568762462612165,67843,1.2068329016489658,2.4,0.7272727272727273,1.3529433
1774,47165,"Sumner, TN",260148.48381067114,1.0666417594182855,191283,1.1551014395096353,2.7,0.6923076923076924,1.3524423
183,6071,"San Bernardino, CA",365426.17322303634,1.022573125199347,2180085,1.1822579206038082,3.9,0.6724137931034483,1.3519175
727,21015,"Boone, KY",193567.03235176665,1.0314896180011277,133581,1.252114334752157,3.3,0.8684210526315791,1.351603
1556,41005,"Clackamas, OR",448891.5610521828,1.028434060866892,418187,1.2127291501954884,3.3,0.7674418604651163,1.3513392
358,13043,"Candler, GA",102965.69634368212,0.9957599778781454,10803,1.2026275246481282,3.0,0.6122448979591836,1.351304
284,12029,"Dixie, FL",110134.90133566892,1.0219252960825995,16826,1.1487056886041092,4.0,0.7272727272727273,1.3508894
1094,29037,"Cass, MO",213044.96670403762,1.0307731285689228,105780,1.1595496149590785,3.0,0.7317073170731708,1.3507812
180,6065,"Riverside, CA",388730.72402488353,1.0380092106108991,2470546,1.1790922391304777,4.2,0.6885245901639345,1.3506556
1738,47093,"Knox, TN",202983.57975898465,1.0311868955401249,470313,1.1104985240323586,2.9,0.725,1.3497846
321,12101,"Pasco, FL",203306.62849122108,1.0863047788256197,553947,1.1799270923877545,3.7,0.7115384615384616,1.349735
1829,48241,"Jasper, TX",91880.0,1.0031623231781348,35529,1.101829169457366,6.1,0.7922077922077921,1.3494949
69,4013,"Maricopa, AZ",286208.5382328647,1.0538682558363288,4485414,1.1874585885779425,4.2,0.8936170212765957,1.3493476
1970,53047,"Okanogan, WA",181204.5323884801,1.0159696000384808,42243,1.083692926729521,6.7,1.0307692307692309,1.3486418
513,16069,"Nez Perce, ID",240209.2283018868,1.0067769583416384,40408,1.1166349764688874,2.7,0.84375,1.3481815
1107,29095,"Jackson, MO",173804.4626541718,1.0152809670291585,703011,1.1148709782399693,3.7,0.7254901960784315,1.3479897
1789,48015,"Austin, TX",195473.0,1.0136015390327044,30032,1.2182491678067893,3.4,0.6415094339622641,1.347964
639,18179,"Wells, IN",121032.81888572086,1.015467432262695,28296,1.1231977561166293,2.7,0.7714285714285715,1.3478215
1754,47125,"Montgomery, TN",184171.1956295322,1.0749341645064396,208993,1.1920433190499256,3.8,0.7450980392156863,1.3471857
1558,41009,"Columbia, OR",319714.8642191781,1.0284647873489834,52354,1.144185117394011,4.4,0.7333333333333334,1.3468854
218,8031,"Denver, CO",447990.0395345723,1.0446047526498976,727211,1.1904231389795634,2.6,0.8666666666666667,1.3468515
1975,53059,"Skamania, WA",391180.0301934353,1.0433468612382348,12083,1.1175625103493956,5.4,0.7941176470588236,1.3467723
213,8019,"Clear Creek, CO",638117.0,1.0371003955949962,9700,1.2134986166162172,2.4,0.7999999999999999,1.3464103
440,13209,"Montgomery, GA",102393.2224968711,1.0208124652198107,9172,1.1744447711575043,5.2,0.6933333333333334,1.3459767
178,6061,"Placer, CA",497015.1395725681,1.05115808973909,398329,1.192782163666114,3.2,0.7111111111111111,1.3454986
1759,47135,"Perry, TN",107265.59293180172,1.0248730964467003,8076,1.160489380682983,5.0,0.78125,1.3454766
1851,48397,"Rockwall, TX",275548.3400992772,1.123034435512358,104915,1.2385139308662658,3.1,0.8857142857142858,1.3453834
228,8055,"Huerfano, CO",199461.0,1.048176291793313,6897,1.2761069304578734,5.5,0.9166666666666666,1.3453001
199,6103,"Tehama, CA",308656.5949139697,1.025704064425638,65084,1.2777698557684638,5.7,0.8028169014084507,1.3450134
76,4027,"Yuma, AZ",158000.69302901722,1.0315565484663227,213787,1.1754645135382684,16.8,0.8795811518324607,1.344351
1752,47121,"Meigs, TN",160098.99941633787,1.0392370116288798,12422,1.1820383708330675,4.5,0.6521739130434783,1.3443168
1679,45065,"McCormick, SC",110384.40514637547,0.9886126201420812,9463,1.201844992521657,3.0,0.5454545454545454,1.3438164
1626,42101,"Philadelphia, PA",194443.28834980106,1.0050842263353152,1584064,1.0664706364509158,5.6,0.8358208955223879,1.343771
72,4019,"Pima, AZ",212189.56799903247,1.0300696267459553,1047279,1.1838818554045012,4.5,0.9,1.3435174
1486,40013,"Bryan, OK",108293.95250159725,1.0525450119520166,47995,1.2038146530223983,2.9,0.6904761904761905,1.3433144
230,8061,"Kiowa, CO",80154.86633663367,1.0476900149031296,1406,1.6282340718838033,1.5,0.7894736842105263,1.3431218
147,5143,"Washington, AR",189048.35439282804,1.04685270612127,239187,1.109394014783707,2.5,0.8928571428571429,1.3425429
1314,37037,"Chatham, NC",290463.6340412521,1.0693259814479767,74470,1.1407609381013335,3.3,0.7857142857142856,1.3422596
329,12117,"Seminole, FL",263518.3818789296,1.0348309554880524,471826,1.2132686842235902,3.1,0.7209302325581396,1.3420897
2064,55109,"St. Croix, WI",257573.6646559748,1.0352633621772187,90687,1.192637512476854,3.3,0.8918918918918918,1.3418376
1802,48091,"Comal, TX",280532.2574193705,1.162762481111781,156209,1.1808347354871058,3.0,0.8333333333333333,1.3416454
257,8123,"Weld, CO*",379492.13376108406,1.097324423763662,324492,1.3440949975675802,2.5,0.7575757575757576,1.3411851
158,6017,"El Dorado, CA",457856.8864698647,1.0369241192411924,192843,1.2096667965687642,3.6,0.6923076923076923,1.3409097
378,13083,"Dade, GA",170931.4369387848,0.9933431952662722,16116,1.2135940272028385,3.4,0.6666666666666667,1.3408225
1780,47177,"Warren, TN",123085.81510154055,1.0210002968239833,41277,1.0075942590748872,4.1,0.8541666666666666,1.3407156
1017,27021,"Cass, MN",173119.8992085183,1.0258008956252154,29779,1.1690509155619158,5.4,0.7941176470588236,1.3400961
165,6033,"Lake, CA",348587.0,1.0075583305948077,64386,1.194312838675904,5.2,0.7761194029850746,1.3398364
355,13035,"Butts, GA",163219.11917202573,1.050556117290192,24936,1.2162333609065674,3.4,0.5964912280701754,1.3393416
219,8035,"Douglas, CO",535156.8714587544,1.0698771247246504,351154,1.2611126985876961,2.3,0.92,1.3392675
1267,36065,"Oneida, NY",133070.7156194326,0.9926033640803038,228671,1.160828441091567,4.1,0.8367346938775508,1.3387719
43,1095,"Marshall, AL",128363.18440621532,1.01746343822611,96774,1.1369048199928036,2.5,0.4716981132075472,1.3387588
1694,47005,"Benton, TN",84022.198422916,1.0048501430170378,16160,1.12064036912498,4.4,0.619718309859155,1.3385108
605,18081,"Johnson, IN",182245.29124642254,1.0437310281113896,158167,1.1228594773768317,2.6,0.7222222222222222,1.3384593
1145,31005,"Arthur, NE",168328.0,0.9935622317596566,463,1.0545799286713915,5.3,0.9298245614035088,1.3382845
1803,48097,"Cooke, TX",249708.6985255029,1.0486490608240349,41257,0.8757497182638081,2.8,0.7,1.3378739
156,6011,"Colusa, CA",299393.7083631165,1.0023725344250094,21547,1.1613492746683347,13.0,0.8333333333333334,1.3373711
340,13005,"Bacon, GA",94449.84325693882,0.9901552106430156,11164,1.1441590888109303,3.7,0.6981132075471699,1.3371234
974,26097,"Mackinac, MI",86816.0,1.006993659082432,10799,1.1200709585121602,9.0,0.9,1.3370256
370,13067,"Cobb, GA",272441.2706697303,1.0159895105175507,760141,1.1853331814453407,3.1,0.6595744680851063,1.336932
1565,41027,"Hood River, OR",443924.94381672604,1.013524057217165,23382,1.1898483694208752,3.1,0.7560975609756099,1.3365121
1841,48305,"Lynn, TX",163791.13735815472,1.0304761904761903,5951,1.431988862635473,3.0,0.75,1.3363824
1122,29141,"Morgan, MO",101894.27619357992,1.0267808253272936,20627,1.154383489231565,4.3,0.7288135593220338,1.336257
901,24021,"Frederick, MD",343601.0352264203,1.0508018251086038,259547,1.1246939220861667,3.1,0.8157894736842106,1.3359158
1654,45015,"Berkeley, SC",237238.0119609209,1.0929480877592614,227907,1.1864769202868704,2.5,0.5555555555555556,1.3351836
424,13175,"Laurens, GA",97612.85201107356,1.00564732756615,47546,1.1737172549174115,4.6,0.6865671641791045,1.3350567
1705,47027,"Clay, TN",97933.74694620623,0.9949046250326626,7615,1.0566697069889408,5.9,0.893939393939394,1.3349628
1852,48401,"Rusk, TX",157230.71883312386,1.0286243666338954,54406,1.1331853364043358,3.6,0.6206896551724138,1.334949
337,12133,"Washington, FL",119130.35802138485,1.0416700744254521,25473,1.1849671288096728,3.6,0.6923076923076923,1.334873
371,13069,"Coffee, GA",102753.92220046619,1.0085065722009885,43273,1.1769354554897742,4.0,0.6779661016949152,1.3345722
1051,27115,"Pine, MN",164190.41607709194,1.0247003394997576,29579,1.115832634012043,5.4,0.9310344827586208,1.3341914
986,26121,"Muskegon, MI",149058.97088154725,1.0019569697564468,173566,1.0734482791260116,4.2,0.7636363636363637,1.3338382
1392,37199,"Yancey, NC",176702.09990668058,1.0260647359454855,18069,1.2129882743657427,3.6,0.6923076923076923,1.3337551
1566,41029,"Jackson, OR",317224.8320515737,1.0306858363733056,220944,1.1752593662895314,4.3,0.7678571428571429,1.3336492
614,18101,"Martin, IN",134950.0,1.006378802747792,10255,1.2224090184551568,2.6,0.65,1.3332152
176,6057,"Nevada, CA",465358.88203103654,1.0085125312142995,99755,1.1710897700869132,3.4,0.7083333333333334,1.3330166
1656,45019,"Charleston, SC",319475.5849478533,1.0366004837734328,411406,1.1719946379247448,2.2,0.55,1.3323104
1163,31081,"Hamilton, NE",168691.2403557762,1.018126228434156,9324,1.131477817381801,2.9,1.0357142857142858,1.3321364
1413,39041,"Delaware, OH",296061.58926058287,1.0610366026863611,209177,1.1597320006792131,3.2,0.8888888888888891,1.3320115
476,13281,"Towns, GA",202254.1611767664,1.0541203257728349,12037,1.1974824080357525,4.9,0.7101449275362319,1.3315446
1843,48325,"Medina, TX",254837.0442983307,1.0473058025744102,51584,1.198081680925107,3.2,0.7272727272727273,1.3314376
1127,29165,"Platte, MO",207140.83090628745,1.0585659107267769,104418,1.1807010908230124,2.7,0.75,1.3313885
317,12093,"Okeechobee, FL",197727.39269177255,1.0343152885771052,42168,1.4118586299803002,3.7,0.7115384615384616,1.3310263
1525,40095,"Marshall, OK",94316.51591176676,1.0427418858163453,16931,1.2050879916355934,3.3,0.6734693877551019,1.3298519
1270,36071,"Orange, NY",266633.4098101461,1.0189015852344765,384940,1.1903259992124344,3.6,0.8181818181818181,1.329555
489,13307,"Webster, GA",80700.31652443754,0.9965596330275228,2607,1.2601091718738775,5.0,0.574712643678161,1.3295403
448,13225,"Peach, GA",129855.29248679384,1.0245862004835409,27546,1.1260124525395068,4.2,0.591549295774648,1.3294375
